id,name,relationship,relative,relativename
Q3529060,Timothy Daunt,child,Q6132358,
Q3529060,Timothy Daunt,child,Q75884242,
Q3529060,Timothy Daunt,child,Q75884244,
Q3529060,Timothy Daunt,father,Q75311582,
Q3529060,Timothy Daunt,mother,Q75884238,
Q3529060,Timothy Daunt,spouse,Q75311580,
Q9682,Elizabeth II,child,Q151754,
Q9682,Elizabeth II,child,Q153330,
Q9682,Elizabeth II,child,Q154920,
Q9682,Elizabeth II,child,Q43274,
Q9682,Elizabeth II,father,Q280856,
Q9682,Elizabeth II,mother,Q10633,
Q9682,Elizabeth II,sibling,Q153815,
Q9682,Elizabeth II,spouse,Q80976,
